"","x"
"Dnig.7LG0005140.1",7
"Dnig.7LG0005170.1",18
"Dnig.7LG0005180.1",14
"Dnig.7LG0005190.1",16
"Dnig.7LG0005200.1",6
"Dnig.7LG0005220.1",1
"Dnig.7LG0005230.1",19
"Dnig.7LG0005240.1",10
"Dnig.7LG0005260.1",9
"Dnig.7LG0005270.1",13
"Dnig.7LG0005280.1",13
"Dnig.7LG0005310.1",7
"Dnig.7LG0005510.1",9
"Dnig.7LG0005520.1",3
"Dnig.7LG0005530.1",10
"Dnig.7LG0005540.1",9
"Dnig.7LG0005550.1",9
"Dnig.7LG0005570.1",16
"Dnig.7LG0005580.1",14
"Dnig.7LG0005590.1",14
"Dnig.7LG0005610.1",16
"Dnig.7LG0005600.1",3
"Dnig.7LG0005700.1",4
"Dnig.7LG0005720.1",16
"Dnig.7LG0005740.1",6
"Dnig.7LG0005750.1",2
"Dnig.7LG0005770.1",16
"Dnig.7LG0005780.1",12
"Dnig.7LG0005820.1",20
"Dnig.7LG0005830.1",20
"Dnig.7LG0005860.1",12
"Dnig.7LG0005890.1",4
"Dnig.7LG0005950.1",19
"Dnig.7LG0005960.1",3
"Dnig.7LG0005980.1",4
"Dnig.7LG0005990.1",9
"Dnig.7LG0006000.1",8
"Dnig.7LG0006010.1",7
"Dnig.7LG0006020.1",7
"Dnig.7LG0006030.1",6
"Dnig.7LG0006040.1",3
"Dnig.7LG0006060.1",9
"Dnig.7LG0006080.1",12
"Dnig.7LG0006130.1",1
"Dnig.7LG0006160.1",10
"Dnig.7LG0006170.1",7
"Dnig.7LG0006180.1",2
"Dnig.7LG0006200.1",12
"Dnig.7LG0006210.1",20
"Dnig.7LG0006220.1",10
"Dnig.7LG0006300.1",10
"Dnig.7LG0006310.1",15
"Dnig.7LG0006320.1",12
"Dnig.7LG0006330.1",20
"Dnig.7LG0006370.1",5
"Dnig.7LG0006380.1",14
"Dnig.7LG0006430.1",15
"Dnig.7LG0006480.1",14
"Dnig.7LG0006550.1",13
"Dnig.7LG0006680.1",8
"Dnig.7LG0006700.1",3
"Dnig.7LG0006710.1",10
"Dnig.7LG0006730.1",1
"Dnig.7LG0006780.1",3
"Dnig.7LG0006810.1",20
"Dnig.7LG0006830.1",3
"Dnig.7LG0006840.1",10
"Dnig.7LG0006860.1",6
"Dnig.7LG0006890.1",4
"Dnig.7LG0006930.1",10
"Dnig.7LG0006950.1",16
"Dnig.7LG0006970.1",16
"Dnig.7LG0006980.1",15
"Dnig.7LG0007000.1",5
"Dnig.7LG0007010.1",2
"Dnig.7LG0007020.1",13
"Dnig.7LG0007060.1",17
"Dnig.7LG0007090.1",15
"Dnig.7LG0007100.1",14
"Dnig.7LG0007120.1",7
"Dnig.7LG0007130.1",14
"Dnig.7LG0007150.1",10
"Dnig.7LG0007170.1",17
"Dnig.7LG0007180.3",18
"Dnig.7LG0007210.1",17
"Dnig.7LG0007230.1",14
"Dnig.7LG0007240.1",7
"Dnig.7LG0007260.1",1
"Dnig.7LG0007280.1",1
"Dnig.7LG0007320.1",17
"Dnig.7LG0007330.1",17
"Dnig.7LG0007340.1",10
"Dnig.7LG0007350.1",12
"Dnig.7LG0007360.1",12
"Dnig.7LG0007370.1",17
"Dnig.7LG0007380.1",9
"Dnig.7LG0007390.1",3
"Dnig.7LG0007400.1",16
"Dnig.7LG0007410.1",10
"Dnig.7LG0007420.1",5
"Dnig.7LG0007470.1",6
"Dnig.7LG0007680.1",12
"Dnig.7LG0007690.1",12
"Dnig.7LG0007720.1",14
"Dnig.7LG0007760.1",3
"Dnig.7LG0007770.1",1
"Dnig.7LG0007800.1",5
"Dnig.7LG0007810.1",5
"Dnig.7LG0007820.1",7
"Dnig.7LG0007830.1",19
"Dnig.7LG0007860.1",15
"Dnig.7LG0007870.1",16
"Dnig.7LG0007880.1",6
"Dnig.7LG0007900.1",13
"Dnig.7LG0007920.1",12
"Dnig.7LG0007930.1",6
"Dnig.7LG0007950.1",4
"Dnig.7LG0007960.1",2
"Dnig.7LG0007980.1",7
"Dnig.7LG0007990.1",2
"Dnig.7LG0008050.1",18
"Dnig.7LG0008070.1",16
"Dnig.7LG0008080.1",17
"Dnig.7LG0008090.1",3
"Dnig.7LG0008120.1",13
"Dnig.7LG0008190.1",19
"Dnig.7LG0008230.1",3
"Dnig.7LG0008240.1",10
"Dnig.7LG0008250.1",20
"Dnig.7LG0008260.1",8
"Dnig.7LG0008270.1",13
"Dnig.7LG0008280.1",19
"Dnig.7LG0008290.1",19
"Dnig.7LG0008320.1",12
"Dnig.7LG0008340.1",15
"Dnig.7LG0008350.1",2
"Dnig.7LG0008360.1",15
"Dnig.7LG0008370.1",13
"Dnig.7LG0008380.1",13
"Dnig.7LG0008440.1",6
"Dnig.7LG0008450.1",11
"Dnig.7LG0008500.1",15
"Dnig.7LG0008510.1",12
"Dnig.7LG0008540.1",14
"Dnig.7LG0008550.1",2
"Dnig.7LG0008560.1",3
"Dnig.7LG0008580.1",11
"Dnig.7LG0008600.1",16
"Dnig.7LG0008610.1",3
"Dnig.7LG0008620.1",12
"Dnig.7LG0008640.1",9
"Dnig.7LG0008650.1",20
"Dnig.7LG0008660.1",12
"Dnig.7LG0008690.1",14
"Dnig.7LG0008700.1",7
"Dnig.7LG0008750.1",12
"Dnig.7LG0008780.3",18
"Dnig.7LG0008810.1",17
"Dnig.7LG0008820.1",3
"Dnig.7LG0008850.1",19
"Dnig.7LG0008840.1",17
"Dnig.7LG0008860.1",7
"Dnig.7LG0008870.1",5
"Dnig.7LG0008880.1",7
"Dnig.7LG0008890.1",20
"Dnig.7LG0008900.1",17
"Dnig.7LG0008920.1",18
"Dnig.7LG0008930.1",2
"Dnig.7LG0008950.1",10
"Dnig.7LG0009010.1",20
"Dnig.7LG0009020.1",12
"Dnig.7LG0009030.1",3
"Dnig.7LG0009050.1",20
"Dnig.7LG0009060.1",10
"Dnig.7LG0009070.1",2
"Dnig.7LG0009080.1",2
"Dnig.7LG0009090.1",20
"Dnig.7LG0009100.1",17
"Dnig.7LG0009120.1",1
"Dnig.7LG0009150.1",4
"Dnig.7LG0009160.1",1
"Dnig.7LG0009170.1",13
"Dnig.7LG0009180.1",2
"Dnig.7LG0009210.1",15
"Dnig.7LG0009220.1",16
"Dnig.7LG0009230.1",8
"Dnig.7LG0009330.1",12
"Dnig.7LG0009350.1",15
"Dnig.7LG0009360.1",15
"Dnig.7LG0009370.1",20
"Dnig.7LG0009380.1",6
"Dnig.7LG0009410.1",6
"Dnig.7LG0009490.1",9
"Dnig.7LG0009500.1",20
"Dnig.7LG0009510.1",13
"Dnig.7LG0009520.1",19
"Dnig.7LG0009580.1",19
"Dnig.7LG0009640.1",9
"Dnig.7LG0009660.1",2
"Dnig.7LG0009670.1",14
"Dnig.7LG0009680.1",8
"Dnig.7LG0009710.1",16
"Dnig.7LG0009720.2",14
"Dnig.7LG0009730.1",4
"Dnig.7LG0009740.1",13
"Dnig.7LG0009850.1",17
"Dnig.7LG0009940.1",2
"Dnig.7LG0009950.1",14
"Dnig.7LG0009970.1",16
"Dnig.7LG0010020.1",4
"Dnig.7LG0010030.1",14
"Dnig.7LG0010070.1",18
"Dnig.7LG0010080.2",16
"Dnig.7LG0010100.1",15
"Dnig.7LG0010130.1",15
"Dnig.7LG0010140.1",2
"Dnig.7LG0010170.1",1
"Dnig.7LG0010180.1",11
"Dnig.7LG0010190.1",10
"Dnig.7LG0010200.1",19
"Dnig.7LG0010210.1",6
"Dnig.7LG0010220.1",6
"Dnig.7LG0010250.1",6
"Dnig.7LG0010300.1",3
"Dnig.7LG0010420.1",10
"Dnig.7LG0010440.1",3
"Dnig.7LG0010450.1",20
"Dnig.7LG0010460.1",14
"Dnig.7LG0010520.1",8
"Dnig.7LG0010530.1",11
"Dnig.7LG0010560.1",10
"Dnig.7LG0010570.1",9
"Dnig.7LG0010590.1",8
"Dnig.7LG0010630.1",9
"Dnig.7LG0010640.1",19
"Dnig.7LG0010650.1",19
"Dnig.7LG0010670.1",20
"Dnig.7LG0010710.1",12
"Dnig.7LG0010720.1",1
"Dnig.7LG0010730.1",7
"Dnig.7LG0010770.1",20
"Dnig.7LG0010790.1",3
"Dnig.7LG0010820.1",3
"Dnig.7LG0010830.1",14
"Dnig.7LG0010860.1",10
"Dnig.7LG0010870.1",3
"Dnig.7LG0010880.1",5
"Dnig.7LG0010900.1",5
"Dnig.7LG0010980.1",12
"Dnig.7LG0010990.1",12
"Dnig.7LG0011010.1",17
"Dnig.7LG0011020.1",12
"Dnig.7LG0011030.1",17
"Dnig.7LG0011060.1",9
"Dnig.7LG0011080.1",5
"Dnig.7LG0011130.1",12
"Dnig.7LG0011140.1",6
"Dnig.7LG0011170.1",17
"Dnig.7LG0011180.1",6
"Dnig.7LG0011190.1",19
"Dnig.7LG0011230.1",14
"Dnig.7LG0011270.1",14
"Dnig.7LG0011280.1",19
"Dnig.7LG0011300.1",10
"Dnig.7LG0011320.1",4
"Dnig.7LG0011330.1",12
"Dnig.7LG0011340.1",18
"Dnig.7LG0011360.1",1
"Dnig.7LG0011390.1",10
"Dnig.7LG0011400.1",15
"Dnig.7LG0011410.1",10
"Dnig.7LG0011420.1",7
"Dnig.7LG0011430.1",17
"Dnig.7LG0011440.1",10
"Dnig.7LG0011470.1",16
"Dnig.7LG0011490.1",1
"Dnig.7LG0011500.1",4
"Dnig.7LG0011530.1",12
"Dnig.7LG0011540.1",18
"Dnig.7LG0011570.1",11
"Dnig.7LG0011580.1",2
"Dnig.7LG0011590.1",19
"Dnig.7LG0011600.1",17
"Dnig.7LG0011610.1",15
"Dnig.7LG0011620.1",7
"Dnig.7LG0011630.1",20
"Dnig.7LG0011640.1",17
"Dnig.7LG0011650.1",16
"Dnig.7LG0011660.1",17
"Dnig.7LG0011710.1",15
"Dnig.7LG0011730.1",2
"Dnig.7LG0011750.1",10
"Dnig.7LG0011760.1",2
"Dnig.7LG0011780.1",12
"Dnig.7LG0011790.1",3
"Dnig.7LG0011800.1",14
"Dnig.7LG0011810.1",1
"Dnig.7LG0011820.1",8
"Dnig.7LG0011830.1",13
"Dnig.7LG0011840.1",14
"Dnig.7LG0011870.1",12
"Dnig.7LG0011880.1",13
"Dnig.7LG0011890.1",1
"Dnig.7LG0011900.1",14
"Dnig.7LG0011910.1",8
"Dnig.7LG0011920.1",12
"Dnig.7LG0011930.1",15
"Dnig.7LG0011990.1",19
"Dnig.7LG0012020.1",3
"Dnig.7LG0012030.1",19
"Dnig.7LG0012050.1",14
"Dnig.7LG0012060.1",13
"Dnig.7LG0012070.1",14
"Dnig.7LG0012090.1",14
"Dnig.7LG0012100.1",19
"Dnig.7LG0012110.1",20
"Dnig.7LG0012120.1",4
"Dnig.7LG0012140.1",13
"Dnig.7LG0012160.1",15
"Dnig.7LG0012170.1",3
"Dnig.7LG0012180.1",6
"Dnig.7LG0012190.1",12
"Dnig.7LG0012200.1",4
"Dnig.7LG0012240.1",17
"Dnig.7LG0012250.1",3
"Dnig.7LG0012260.1",6
"Dnig.7LG0012270.1",18
"Dnig.7LG0012310.1",4
"Dnig.7LG0012320.1",5
"Dnig.7LG0012330.1",20
"Dnig.7LG0012400.1",1
"Dnig.7LG0012510.1",17
"Dnig.7LG0012520.1",7
"Dnig.7LG0012530.1",20
"Dnig.7LG0012540.1",12
"Dnig.7LG0012560.1",4
"Dnig.7LG0012620.1",20
"Dnig.7LG0012630.1",4
"Dnig.7LG0012650.1",19
"Dnig.7LG0012640.1",17
"Dnig.7LG0012660.1",6
"Dnig.7LG0012670.1",14
"Dnig.7LG0012690.1",7
"Dnig.7LG0012730.1",12
"Dnig.7LG0012740.1",13
"Dnig.7LG0012770.1",10
"Dnig.7LG0012780.1",16
"Dnig.7LG0012870.1",6
"Dnig.7LG0012880.1",10
"Dnig.7LG0013000.1",6
"Dnig.7LG0013020.1",20
"Dnig.7LG0013030.1",6
"Dnig.7LG0013040.1",3
"Dnig.7LG0013050.1",17
"Dnig.7LG0013080.1",20
"Dnig.7LG0013100.1",12
"Dnig.7LG0013120.1",17
"Dnig.7LG0013130.1",16
"Dnig.7LG0013150.1",12
"Dnig.7LG0013160.1",8
"Dnig.7LG0013170.1",4
"Dnig.7LG0013240.1",19
"Dnig.7LG0013250.1",12
"Dnig.7LG0013260.1",13
"Dnig.7LG0013270.1",14
"Dnig.7LG0013340.1",8
"Dnig.7LG0013480.1",4
"Dnig.7LG0013490.1",2
"Dnig.7LG0013510.1",13
"Dnig.7LG0013530.1",12
"Dnig.7LG0013540.1",15
"Dnig.7LG0013550.1",12
"Dnig.7LG0013560.1",9
"Dnig.7LG0013570.1",20
"Dnig.7LG0013580.1",17
"Dnig.7LG0013600.1",13
"Dnig.7LG0013610.1",9
"Dnig.7LG0013620.1",7
"Dnig.7LG0013630.2",3
"Dnig.7LG0013640.1",7
"Dnig.7LG0013650.1",5
"Dnig.7LG0013660.1",18
"Dnig.7LG0013690.1",5
"Dnig.7LG0013700.1",16
"Dnig.7LG0013710.1",17
"Dnig.7LG0013730.1",5
"Dnig.7LG0013780.1",12
"Dnig.7LG0013790.1",3
"Dnig.7LG0013800.1",9
"Dnig.7LG0013810.1",16
"Dnig.7LG0013820.1",19
"Dnig.7LG0013850.1",9
"Dnig.7LG0013860.1",8
"Dnig.7LG0013890.1",12
"Dnig.7LG0013900.1",18
"Dnig.7LG0013910.1",13
"Dnig.7LG0013920.1",13
"Dnig.7LG0013950.1",3
"Dnig.7LG0013960.1",13
"Dnig.7LG0013970.1",14
"Dnig.7LG0013980.1",5
"Dnig.7LG0014000.1",16
"Dnig.7LG0014030.1",14
"Dnig.7LG0014040.1",13
"Dnig.7LG0014050.1",12
"Dnig.7LG0014060.1",3
"Dnig.7LG0014070.1",12
"Dnig.7LG0014080.1",19
"Dnig.7LG0014090.1",1
"Dnig.7LG0014100.1",20
"Dnig.7LG0014110.1",4
"Dnig.7LG0014120.1",10
"Dnig.7LG0014140.1",13
"Dnig.7LG0014150.1",20
"Dnig.7LG0014180.1",4
"Dnig.7LG0014220.1",3
"Dnig.7LG0014230.1",8
"Dnig.7LG0014240.1",16
"Dnig.7LG0014260.1",3
"Dnig.7LG0014280.1",4
"Dnig.7LG0014300.1",14
"Dnig.7LG0014310.1",1
"Dnig.7LG0014320.1",7
"Dnig.7LG0014360.1",20
"Dnig.7LG0014390.1",2
"Dnig.7LG0014400.1",11
"Dnig.7LG0014410.1",4
"Dnig.7LG0014420.1",3
"Dnig.7LG0014430.1",10
"Dnig.7LG0014480.1",17
"Dnig.7LG0014590.1",12
"Dnig.7LG0014640.1",10
"Dnig.7LG0014650.1",8
"Dnig.7LG0014660.1",11
"Dnig.7LG0014670.1",4
"Dnig.7LG0014680.1",3
"Dnig.7LG0014690.1",4
"Dnig.7LG0014710.1",13
"Dnig.7LG0014720.1",6
"Dnig.7LG0014730.1",17
"Dnig.7LG0014770.1",15
"Dnig.7LG0014780.1",5
"Dnig.7LG0014830.1",5
"Dnig.7LG0014870.1",18
"Dnig.7LG0014890.1",5
"Dnig.7LG0014900.1",14
"Dnig.7LG0014910.1",19
"Dnig.7LG0014920.1",11
"Dnig.7LG0014930.1",7
"Dnig.7LG0014940.1",13
"Dnig.7LG0014960.1",9
"Dnig.7LG0015090.1",18
"Dnig.7LG0015100.1",1
"Dnig.7LG0015110.1",13
"Dnig.7LG0015120.1",20
"Dnig.7LG0015130.1",15
"Dnig.7LG0015140.1",19
"Dnig.7LG0015160.1",6
"Dnig.7LG0015170.1",13
"Dnig.7LG0015180.1",3
"Dnig.7LG0015200.1",20
"Dnig.7LG0015220.1",6
"Dnig.7LG0015260.1",19
"Dnig.7LG0015270.1",6
"Dnig.7LG0015290.1",17
"Dnig.7LG0015310.1",13
"Dnig.7LG0015320.1",20
"Dnig.7LG0015330.1",14
"Dnig.7LG0015350.1",18
"Dnig.7LG0015450.1",8
"Dnig.7LG0015460.1",15
"Dnig.7LG0015560.1",6
"Dnig.7LG0015570.1",12
"Dnig.7LG0015590.1",12
"Dnig.7LG0015600.1",4
"Dnig.7LG0015620.1",10
"Dnig.7LG0015630.1",4
"Dnig.7LG0015640.1",7
"Dnig.7LG0015650.1",12
"Dnig.7LG0015660.1",18
"Dnig.7LG0015670.1",13
"Dnig.7LG0015700.1",16
"Dnig.7LG0015710.1",5
"Dnig.7LG0015760.1",6
"Dnig.7LG0015770.1",17
"Dnig.7LG0015790.1",16
"Dnig.7LG0015860.1",12
"Dnig.7LG0015880.1",2
"Dnig.7LG0015890.1",3
"Dnig.7LG0015900.1",7
"Dnig.7LG0015930.1",3
"Dnig.7LG0015940.1",5
"Dnig.7LG0015970.1",2
"Dnig.7LG0015980.1",19
"Dnig.7LG0015990.1",7
"Dnig.7LG0016030.1",6
"Dnig.7LG0016040.1",6
"Dnig.7LG0016100.1",15
"Dnig.7LG0016110.1",5
"Dnig.7LG0016130.1",12
"Dnig.7LG0016140.1",19
"Dnig.7LG0016160.1",11
"Dnig.7LG0016210.1",16
"Dnig.7LG0016220.1",16
"Dnig.7LG0016230.1",18
"Dnig.7LG0016240.1",5
"Dnig.7LG0016270.1",1
"Dnig.7LG0016300.1",10
"Dnig.7LG0016320.1",16
"Dnig.7LG0016330.1",10
"Dnig.7LG0016340.1",1
"Dnig.7LG0016350.1",18
"Dnig.7LG0016360.1",7
"Dnig.7LG0016370.1",15
"Dnig.7LG0016380.1",11
"Dnig.7LG0016390.1",7
"Dnig.7LG0016400.1",12
"Dnig.7LG0016550.1",16
"Dnig.7LG0016600.1",19
"Dnig.7LG0016680.1",6
"Dnig.7LG0016780.1",12
"Dnig.7LG0016800.1",19
"Dnig.7LG0016820.1",1
"Dnig.7LG0016830.1",16
"Dnig.7LG0016840.1",20
"Dnig.7LG0016850.1",15
"Dnig.7LG0016870.1",12
"Dnig.7LG0016890.1",2
"Dnig.7LG0016900.1",12
"Dnig.8LG0000020.1",16
"Dnig.8LG0000040.1",16
"Dnig.8LG0000070.1",9
"Dnig.8LG0000080.1",14
"Dnig.8LG0000100.2",10
"Dnig.8LG0000110.1",15
"Dnig.8LG0000140.1",5
"Dnig.8LG0000150.1",13
"Dnig.8LG0000160.1",13
"Dnig.8LG0000180.1",5
"Dnig.8LG0000190.1",5
"Dnig.8LG0000220.1",8
"Dnig.8LG0000270.1",12
"Dnig.8LG0000290.1",13
"Dnig.8LG0000300.1",7
"Dnig.8LG0000320.1",12
"Dnig.8LG0000330.1",7
"Dnig.8LG0000340.1",10
"Dnig.8LG0000360.1",20
"Dnig.8LG0000390.1",3
"Dnig.8LG0000430.1",10
"Dnig.8LG0000470.1",1
"Dnig.8LG0000500.1",7
"Dnig.8LG0000510.1",19
"Dnig.8LG0000520.1",20
"Dnig.8LG0000530.1",9
"Dnig.8LG0000540.1",9
"Dnig.8LG0000620.1",17
"Dnig.8LG0000640.1",20
"Dnig.8LG0000650.1",20
"Dnig.8LG0000670.1",3
"Dnig.8LG0000690.1",13
"Dnig.8LG0000700.1",8
"Dnig.8LG0000710.1",17
"Dnig.8LG0000720.1",13
"Dnig.8LG0000730.1",2
"Dnig.8LG0000740.1",3
"Dnig.8LG0000780.1",8
"Dnig.8LG0000790.1",8
"Dnig.8LG0000850.1",7
"Dnig.8LG0000840.1",4
"Dnig.8LG0000860.1",2
"Dnig.8LG0000870.1",19
"Dnig.8LG0000900.1",13
"Dnig.8LG0000910.1",15
"Dnig.8LG0000920.1",15
"Dnig.8LG0000930.1",17
"Dnig.8LG0000950.1",12
"Dnig.8LG0000970.1",10
"Dnig.8LG0000980.1",9
"Dnig.8LG0000990.1",5
"Dnig.8LG0001020.1",12
"Dnig.8LG0001030.1",11
"Dnig.8LG0001060.1",14
"Dnig.8LG0001070.1",10
"Dnig.8LG0001080.1",14
"Dnig.8LG0001090.1",18
"Dnig.8LG0001120.1",13
"Dnig.8LG0001130.1",4
"Dnig.8LG0001140.1",14
"Dnig.8LG0001150.1",2
"Dnig.8LG0001160.1",13
"Dnig.8LG0001210.1",4
"Dnig.8LG0001260.1",5
"Dnig.8LG0001300.1",12
"Dnig.8LG0001340.1",2
"Dnig.8LG0001410.1",5
"Dnig.8LG0001420.1",15
"Dnig.8LG0001430.1",19
"Dnig.8LG0001440.1",5
"Dnig.8LG0001450.1",13
"Dnig.8LG0001460.1",6
"Dnig.8LG0001470.1",12
"Dnig.8LG0001480.1",20
"Dnig.8LG0001490.1",5
"Dnig.8LG0001510.1",14
"Dnig.8LG0001560.1",12
"Dnig.8LG0001570.1",11
"Dnig.8LG0001580.1",7
"Dnig.8LG0001590.1",4
"Dnig.8LG0001600.1",17
"Dnig.8LG0001610.1",2
"Dnig.8LG0001620.1",10
"Dnig.8LG0001630.1",3
"Dnig.8LG0001670.1",17
"Dnig.8LG0001680.1",15
"Dnig.8LG0001700.1",5
"Dnig.8LG0001710.1",13
"Dnig.8LG0001720.1",1
"Dnig.8LG0001730.1",1
"Dnig.8LG0001810.1",2
"Dnig.8LG0001890.1",6
"Dnig.8LG0001920.1",20
"Dnig.8LG0001930.1",14
"Dnig.8LG0001950.1",20
"Dnig.8LG0001970.1",16
"Dnig.8LG0002020.1",7
"Dnig.8LG0002070.1",14
"Dnig.8LG0002080.1",13
"Dnig.8LG0002090.1",3
"Dnig.8LG0002100.1",3
"Dnig.8LG0002110.1",9
"Dnig.8LG0002170.1",10
"Dnig.8LG0002200.1",14
"Dnig.8LG0002310.1",14
"Dnig.8LG0002320.1",16
"Dnig.8LG0002350.1",13
"Dnig.8LG0002380.1",17
"Dnig.8LG0002400.1",17
"Dnig.8LG0002410.1",20
"Dnig.8LG0002420.1",14
"Dnig.8LG0002430.1",4
"Dnig.8LG0002440.1",17
"Dnig.8LG0002450.1",4
"Dnig.8LG0002470.1",13
"Dnig.8LG0002520.1",10
"Dnig.8LG0002540.1",7
"Dnig.8LG0002550.1",13
"Dnig.8LG0002560.1",10
"Dnig.8LG0002570.1",4
"Dnig.8LG0002580.1",3
"Dnig.8LG0002590.1",20
"Dnig.8LG0002600.1",13
"Dnig.8LG0002610.1",2
"Dnig.8LG0002630.1",7
"Dnig.8LG0002650.1",3
"Dnig.8LG0002670.1",20
"Dnig.8LG0002680.1",17
"Dnig.8LG0002690.1",3
"Dnig.8LG0002710.1",13
"Dnig.8LG0002720.1",20
"Dnig.8LG0002730.1",13
"Dnig.8LG0002740.1",14
"Dnig.8LG0002750.1",2
"Dnig.8LG0002760.1",20
"Dnig.8LG0002790.1",10
"Dnig.8LG0002810.1",20
"Dnig.8LG0002820.1",8
"Dnig.8LG0002830.1",11
"Dnig.8LG0002870.1",4
"Dnig.8LG0002890.1",20
"Dnig.8LG0002920.1",12
"Dnig.8LG0002930.1",10
"Dnig.8LG0002940.1",18
"Dnig.8LG0002950.1",15
"Dnig.8LG0002980.1",10
"Dnig.8LG0002990.1",17
"Dnig.8LG0003000.1",12
"Dnig.8LG0003010.1",17
"Dnig.8LG0003020.1",13
"Dnig.8LG0003040.1",10
"Dnig.8LG0003050.1",3
"Dnig.8LG0003060.1",4
"Dnig.8LG0003070.1",2
"Dnig.8LG0003080.1",19
"Dnig.8LG0003090.1",4
"Dnig.8LG0003100.1",17
"Dnig.8LG0003110.1",13
"Dnig.8LG0003120.1",13
"Dnig.8LG0003140.1",12
"Dnig.8LG0003150.1",16
"Dnig.8LG0003160.1",18
"Dnig.8LG0003200.1",16
"Dnig.8LG0003220.1",18
"Dnig.8LG0003260.1",17
"Dnig.8LG0003270.1",12
"Dnig.8LG0003280.1",4
"Dnig.8LG0003290.1",14
"Dnig.8LG0003300.1",12
"Dnig.8LG0003310.1",16
"Dnig.8LG0003340.1",16
"Dnig.8LG0003370.1",20
"Dnig.8LG0003410.1",13
"Dnig.8LG0003430.1",8
"Dnig.8LG0003440.1",2
"Dnig.8LG0003470.1",7
"Dnig.8LG0003500.1",13
"Dnig.8LG0003510.1",3
"Dnig.8LG0003590.1",17
"Dnig.8LG0003610.1",9
"Dnig.8LG0003630.1",15
"Dnig.8LG0003640.1",13
"Dnig.8LG0003680.1",11
"Dnig.8LG0003690.1",12
"Dnig.8LG0003740.1",17
"Dnig.8LG0003750.1",10
"Dnig.8LG0003770.1",17
"Dnig.8LG0003860.1",12
"Dnig.8LG0003880.1",2
"Dnig.8LG0003890.1",9
"Dnig.8LG0003920.1",12
"Dnig.8LG0003940.1",4
"Dnig.8LG0003970.1",20
"Dnig.8LG0003980.1",10
"Dnig.8LG0004000.1",10
"Dnig.8LG0004010.1",12
"Dnig.8LG0004030.1",17
"Dnig.8LG0004060.1",17
"Dnig.8LG0004110.1",17
"Dnig.8LG0004120.1",7
"Dnig.8LG0004130.1",3
"Dnig.8LG0004200.1",4
"Dnig.8LG0004210.1",3
"Dnig.8LG0004220.1",15
"Dnig.8LG0004230.1",3
"Dnig.8LG0004250.1",19
"Dnig.8LG0004310.1",17
"Dnig.8LG0004370.1",17
"Dnig.8LG0004390.1",8
"Dnig.8LG0004400.1",3
"Dnig.8LG0004430.1",20
"Dnig.8LG0004440.1",3
"Dnig.8LG0004460.1",4
"Dnig.8LG0004470.1",20
"Dnig.8LG0004480.1",17
"Dnig.8LG0004490.1",3
"Dnig.8LG0004530.1",14
"Dnig.8LG0004560.1",20
"Dnig.8LG0004590.1",3
"Dnig.8LG0004630.1",14
"Dnig.8LG0004650.1",5
"Dnig.8LG0004660.1",17
"Dnig.8LG0004750.1",20
"Dnig.8LG0004760.1",12
"Dnig.8LG0004770.1",15
"Dnig.8LG0004810.1",11
"Dnig.8LG0004820.1",10
"Dnig.8LG0004830.1",6
"Dnig.8LG0004850.1",13
"Dnig.8LG0004860.1",10
"Dnig.8LG0004870.1",16
"Dnig.8LG0004900.1",10
"Dnig.8LG0004910.1",6
"Dnig.8LG0004920.1",15
"Dnig.8LG0004940.1",8
"Dnig.8LG0004950.1",9
"Dnig.8LG0004960.1",17
"Dnig.8LG0004970.1",18
"Dnig.8LG0004980.1",19
"Dnig.8LG0004990.1",3
"Dnig.8LG0005070.1",19
"Dnig.8LG0005060.1",19
"Dnig.8LG0005080.1",13
"Dnig.8LG0005090.1",20
"Dnig.8LG0005100.1",16
"Dnig.8LG0005110.1",3
"Dnig.8LG0005120.1",14
"Dnig.8LG0005130.1",3
"Dnig.8LG0005140.1",13
"Dnig.8LG0005150.1",18
"Dnig.8LG0005160.1",19
"Dnig.8LG0005170.1",13
"Dnig.8LG0005180.1",8
"Dnig.8LG0005190.1",18
"Dnig.8LG0005200.1",17
"Dnig.8LG0005210.1",10
"Dnig.8LG0005220.1",19
"Dnig.8LG0005230.1",4
"Dnig.8LG0005240.1",12
"Dnig.8LG0005250.1",4
"Dnig.8LG0005270.1",1
"Dnig.8LG0005280.1",7
"Dnig.8LG0005290.1",12
"Dnig.8LG0005300.3",20
"Dnig.8LG0005310.1",12
"Dnig.8LG0005320.1",16
"Dnig.8LG0005340.1",4
"Dnig.8LG0005350.1",10
"Dnig.8LG0005360.1",3
"Dnig.8LG0005370.1",4
"Dnig.8LG0005380.1",13
"Dnig.8LG0005390.1",17
"Dnig.8LG0005400.2",5
"Dnig.8LG0005410.1",10
"Dnig.8LG0005430.1",3
"Dnig.8LG0005440.1",6
"Dnig.8LG0005450.1",12
"Dnig.8LG0005460.1",1
"Dnig.8LG0005470.1",7
"Dnig.8LG0005490.1",16
"Dnig.8LG0005480.1",4
"Dnig.8LG0005500.1",4
"Dnig.8LG0005510.1",3
"Dnig.8LG0005520.1",16
"Dnig.8LG0005530.1",20
"Dnig.8LG0005540.1",20
"Dnig.8LG0005590.1",10
"Dnig.8LG0005600.1",12
"Dnig.8LG0005610.1",3
"Dnig.8LG0005620.1",13
"Dnig.8LG0005630.1",17
"Dnig.8LG0005640.1",12
"Dnig.8LG0005650.1",12
"Dnig.8LG0005670.1",20
