"","x"
"Dnig.1LG0017950.1",8
"Dnig.1LG0017960.1",5
"Dnig.1LG0017990.1",20
"Dnig.1LG0018000.1",12
"Dnig.1LG0018020.1",15
"Dnig.1LG0018030.1",5
"Dnig.1LG0018040.1",19
"Dnig.1LG0018050.1",8
"Dnig.1LG0018060.1",9
"Dnig.1LG0018070.1",19
"Dnig.1LG0018080.1",9
"Dnig.1LG0018090.1",4
"Dnig.1LG0018120.1",13
"Dnig.1LG0018130.1",8
"Dnig.1LG0018140.1",16
"Dnig.1LG0018150.1",20
"Dnig.1LG0018190.1",4
"Dnig.1LG0018200.1",15
"Dnig.1LG0018210.1",2
"Dnig.1LG0018220.1",8
"Dnig.1LG0018250.1",13
"Dnig.1LG0018260.1",15
"Dnig.1LG0018270.1",9
"Dnig.1LG0018280.1",7
"Dnig.1LG0018290.1",18
"Dnig.1LG0018300.1",10
"Dnig.1LG0018310.1",19
"Dnig.1LG0018320.1",18
"Dnig.1LG0018330.1",16
"Dnig.1LG0018340.1",20
"Dnig.1LG0018350.1",12
"Dnig.1LG0018360.1",8
"Dnig.1LG0018380.1",16
"Dnig.1LG0018390.1",5
"Dnig.1LG0018400.1",16
"Dnig.1LG0018410.1",2
"Dnig.1LG0018440.1",1
"Dnig.1LG0018450.1",9
"Dnig.1LG0018470.1",20
"Dnig.1LG0018480.1",9
"Dnig.1LG0018490.1",10
"Dnig.1LG0018510.1",9
"Dnig.1LG0018520.1",7
"Dnig.1LG0018540.1",19
"Dnig.1LG0018550.1",2
"Dnig.1LG0018570.1",6
"Dnig.1LG0018580.1",2
"Dnig.1LG0018590.1",4
"Dnig.1LG0018600.1",4
"Dnig.1LG0018610.1",10
"Dnig.1LG0018620.1",5
"Dnig.1LG0018630.1",18
"Dnig.1LG0018640.1",2
"Dnig.1LG0018650.1",19
"Dnig.1LG0018660.1",7
"Dnig.1LG0018670.1",14
"Dnig.1LG0018680.1",19
"Dnig.1LG0018690.1",14
"Dnig.1LG0018700.1",10
"Dnig.1LG0018720.1",3
"Dnig.1LG0018730.1",15
"Dnig.1LG0018750.1",10
"Dnig.1LG0018770.1",10
"Dnig.1LG0018780.1",17
"Dnig.1LG0018860.1",1
"Dnig.1LG0018880.1",1
"Dnig.1LG0019060.1",12
"Dnig.1LG0019070.1",13
"Dnig.1LG0019080.1",4
"Dnig.1LG0019090.1",10
"Dnig.1LG0019100.1",5
"Dnig.1LG0019110.1",3
"Dnig.1LG0019200.1",20
"Dnig.1LG0019210.1",20
"Dnig.1LG0019220.1",16
"Dnig.1LG0019230.1",11
"Dnig.1LG0019240.1",8
"Dnig.1LG0019250.1",7
"Dnig.1LG0019260.1",17
"Dnig.1LG0019270.1",12
"Dnig.1LG0019280.1",7
"Dnig.1LG0019300.1",5
"Dnig.1LG0019310.1",4
"Dnig.1LG0019320.1",15
"Dnig.1LG0019340.1",17
"Dnig.1LG0019350.1",4
"Dnig.1LG0019370.1",18
"Dnig.1LG0019390.1",17
"Dnig.1LG0019400.1",6
"Dnig.1LG0019420.1",13
"Dnig.1LG0019430.1",15
"Dnig.1LG0019440.1",16
"Dnig.1LG0019450.1",11
"Dnig.1LG0019470.1",6
"Dnig.1LG0019480.1",12
"Dnig.1LG0019490.1",10
"Dnig.1LG0019500.1",20
"Dnig.1LG0019510.1",17
"Dnig.1LG0019520.1",10
"Dnig.1LG0019590.1",3
"Dnig.1LG0019650.1",20
"Dnig.1LG0019660.1",10
"Dnig.1LG0019670.1",11
"Dnig.1LG0019680.1",5
"Dnig.1LG0019770.1",13
"Dnig.1LG0019780.1",14
"Dnig.1LG0019800.1",17
"Dnig.1LG0019840.1",15
"Dnig.1LG0019850.1",15
"Dnig.1LG0019860.1",4
"Dnig.1LG0019870.1",17
"Dnig.1LG0019890.1",6
"Dnig.1LG0019900.1",12
"Dnig.1LG0019920.1",3
"Dnig.1LG0019940.1",13
"Dnig.1LG0019950.1",13
"Dnig.1LG0019960.1",7
"Dnig.1LG0019970.1",20
"Dnig.1LG0019990.1",16
"Dnig.1LG0020000.1",12
"Dnig.1LG0020010.1",16
"Dnig.1LG0020030.1",17
"Dnig.1LG0020070.1",5
"Dnig.1LG0020080.1",10
"Dnig.1LG0020090.1",2
"Dnig.1LG0020120.1",17
"Dnig.1LG0020130.1",12
"Dnig.1LG0020150.1",7
"Dnig.1LG0020180.1",1
"Dnig.1LG0020220.1",11
"Dnig.1LG0020230.1",11
"Dnig.1LG0020250.1",5
"Dnig.1LG0020280.1",14
"Dnig.1LG0020310.1",4
"Dnig.1LG0020320.1",17
"Dnig.1LG0020340.1",7
"Dnig.1LG0020370.1",3
"Dnig.1LG0020420.1",14
"Dnig.1LG0020440.1",3
"Dnig.1LG0020640.1",6
"Dnig.1LG0020650.1",7
"Dnig.1LG0020670.1",9
"Dnig.1LG0020680.1",6
"Dnig.1LG0020690.1",6
"Dnig.1LG0020730.1",3
"Dnig.1LG0020870.1",5
"Dnig.1LG0020960.1",4
"Dnig.1LG0020950.1",5
"Dnig.1LG0020970.1",15
"Dnig.1LG0020980.1",3
"Dnig.1LG0021000.1",9
"Dnig.1LG0021010.1",20
"Dnig.1LG0021020.1",12
"Dnig.1LG0021060.1",15
"Dnig.1LG0021070.1",15
"Dnig.1LG0021120.1",10
"Dnig.1LG0021130.1",14
"Dnig.1LG0021150.1",12
"Dnig.1LG0021180.1",3
"Dnig.1LG0021200.1",5
"Dnig.1LG0021190.1",15
"Dnig.1LG0021210.1",16
"Dnig.1LG0021220.1",8
"Dnig.1LG0021230.1",3
"Dnig.1LG0021240.1",11
"Dnig.1LG0021250.1",3
"Dnig.1LG0021260.1",13
"Dnig.1LG0021270.1",18
"Dnig.1LG0021280.1",12
"Dnig.1LG0021290.1",5
"Dnig.1LG0021300.1",1
"Dnig.1LG0021430.1",3
"Dnig.1LG0021510.1",7
"Dnig.1LG0021520.1",8
"Dnig.1LG0021530.1",8
"Dnig.1LG0021540.1",3
"Dnig.1LG0021550.1",13
"Dnig.1LG0021560.1",13
"Dnig.1LG0021570.1",16
"Dnig.1LG0021610.1",15
"Dnig.1LG0021640.1",20
"Dnig.1LG0021650.1",14
"Dnig.1LG0021660.1",13
"Dnig.1LG0021670.1",13
"Dnig.1LG0021680.1",18
"Dnig.1LG0021690.1",10
"Dnig.1LG0021710.1",1
"Dnig.1LG0021720.1",5
"Dnig.1LG0021730.1",20
"Dnig.1LG0021740.1",20
"Dnig.1LG0021750.1",12
"Dnig.1LG0021760.1",6
"Dnig.1LG0021770.1",8
"Dnig.1LG0021780.1",13
"Dnig.1LG0021810.1",4
"Dnig.1LG0021820.1",17
"Dnig.1LG0021830.1",13
"Dnig.1LG0021840.1",13
"Dnig.1LG0021850.1",10
"Dnig.1LG0021880.1",7
"Dnig.1LG0021890.1",14
"Dnig.1LG0021900.1",10
"Dnig.1LG0021970.1",16
"Dnig.1LG0021980.1",13
"Dnig.1LG0021990.1",3
"Dnig.1LG0022000.1",20
"Dnig.1LG0022020.1",17
"Dnig.1LG0022030.1",11
"Dnig.1LG0022090.1",17
"Dnig.1LG0022130.1",5
"Dnig.1LG0022140.1",12
"Dnig.1LG0022150.1",13
"Dnig.1LG0022160.1",3
"Dnig.1LG0022170.1",8
"Dnig.1LG0022180.1",3
"Dnig.1LG0022210.1",10
"Dnig.1LG0022220.1",15
"Dnig.1LG0022230.1",12
"Dnig.1LG0022250.1",12
"Dnig.1LG0022260.1",19
"Dnig.1LG0022270.1",8
"Dnig.1LG0022280.1",10
"Dnig.1LG0022290.1",3
"Dnig.1LG0022300.1",3
"Dnig.1LG0022310.1",3
"Dnig.1LG0022320.1",5
"Dnig.1LG0022330.1",10
"Dnig.1LG0022390.1",6
"Dnig.1LG0022410.1",8
"Dnig.1LG0022420.1",17
"Dnig.1LG0022430.1",10
"Dnig.1LG0022440.1",19
"Dnig.1LG0022450.1",14
"Dnig.1LG0022470.1",3
"Dnig.1LG0022540.1",8
"Dnig.1LG0022550.1",10
"Dnig.1LG0022560.1",6
"Dnig.1LG0022600.1",14
"Dnig.1LG0022610.1",16
"Dnig.1LG0022950.1",17
"Dnig.1LG0022990.1",12
"Dnig.1LG0023000.1",17
"Dnig.1LG0023010.1",11
"Dnig.1LG0023020.1",4
"Dnig.1LG0023090.1",17
"Dnig.1LG0023100.1",18
"Dnig.1LG0023110.1",12
"Dnig.1LG0023120.1",7
"Dnig.1LG0023130.1",5
"Dnig.1LG0023150.1",17
"Dnig.1LG0023160.1",17
"Dnig.1LG0023190.1",8
"Dnig.1LG0023200.1",14
"Dnig.1LG0023210.1",13
"Dnig.1LG0023220.1",19
"Dnig.1LG0023250.1",18
"Dnig.1LG0023300.1",15
"Dnig.1LG0023320.1",14
"Dnig.1LG0023330.1",19
"Dnig.1LG0023340.1",17
"Dnig.1LG0023430.1",20
"Dnig.1LG0023440.1",4
"Dnig.1LG0023450.1",4
"Dnig.1LG0023460.1",7
"Dnig.1LG0023560.1",3
"Dnig.1LG0023580.1",18
"Dnig.1LG0023590.1",5
"Dnig.1LG0023600.1",15
"Dnig.1LG0023610.1",8
"Dnig.1LG0023650.1",7
"Dnig.1LG0023670.1",17
"Dnig.1LG0023680.1",17
"Dnig.1LG0023700.1",12
"Dnig.1LG0023710.1",18
"Dnig.1LG0023730.1",8
"Dnig.1LG0023740.1",12
"Dnig.1LG0023760.1",3
"Dnig.1LG0023770.1",16
"Dnig.1LG0023790.1",11
"Dnig.1LG0023820.1",3
"Dnig.1LG0023840.1",11
"Dnig.1LG0023850.1",19
"Dnig.1LG0023860.1",13
"Dnig.1LG0023870.1",13
"Dnig.1LG0023890.1",6
"Dnig.1LG0023900.1",17
"Dnig.1LG0023910.1",15
"Dnig.1LG0023930.1",10
"Dnig.1LG0023980.1",13
"Dnig.1LG0023990.1",5
"Dnig.1LG0024010.1",10
"Dnig.1LG0024030.1",5
"Dnig.1LG0024060.1",1
"Dnig.1LG0024070.1",19
"Dnig.1LG0024080.1",19
"Dnig.1LG0024090.1",13
"Dnig.1LG0024100.1",17
"Dnig.1LG0024120.1",13
"Dnig.1LG0024150.1",20
"Dnig.1LG0024170.1",17
"Dnig.1LG0024190.1",2
"Dnig.1LG0024200.1",20
"Dnig.1LG0024250.1",19
"Dnig.1LG0024260.1",20
"Dnig.1LG0024280.1",5
"Dnig.1LG0024310.1",20
"Dnig.1LG0024320.1",7
"Dnig.1LG0024350.1",3
"Dnig.1LG0024360.1",15
"Dnig.1LG0024380.1",13
"Dnig.1LG0024390.1",15
"Dnig.1LG0024400.1",14
"Dnig.1LG0024410.1",1
"Dnig.1LG0024420.1",5
"Dnig.1LG0024430.1",15
"Dnig.1LG0024440.1",3
"Dnig.1LG0024470.1",12
"Dnig.1LG0024480.1",14
"Dnig.1LG0024490.1",6
"Dnig.1LG0024500.1",1
"Dnig.1LG0024560.1",3
"Dnig.1LG0024570.1",4
"Dnig.1LG0024580.1",8
"Dnig.1LG0024590.1",20
"Dnig.1LG0024610.1",15
"Dnig.1LG0024620.1",8
"Dnig.1LG0024630.1",8
"Dnig.1LG0024650.1",19
"Dnig.1LG0024660.1",19
"Dnig.1LG0024670.1",9
"Dnig.1LG0024680.1",11
"Dnig.1LG0024690.1",15
"Dnig.1LG0024700.1",14
"Dnig.1LG0024710.1",1
"Dnig.1LG0024730.1",5
"Dnig.1LG0024740.1",17
"Dnig.1LG0024760.1",17
"Dnig.1LG0024770.1",2
"Dnig.1LG0024780.1",5
"Dnig.1LG0024800.1",12
"Dnig.1LG0024810.1",17
"Dnig.1LG0024830.1",4
"Dnig.1LG0024840.1",17
"Dnig.1LG0024870.1",10
"Dnig.1LG0024900.1",12
"Dnig.1LG0024950.1",12
"Dnig.1LG0024960.1",14
"Dnig.1LG0024990.1",19
"Dnig.1LG0025000.1",13
"Dnig.1LG0025010.1",3
"Dnig.1LG0025030.1",17
"Dnig.1LG0025050.1",10
"Dnig.1LG0025060.1",3
"Dnig.1LG0025140.1",4
"Dnig.1LG0025150.1",10
"Dnig.1LG0025170.1",20
"Dnig.1LG0025220.1",10
"Dnig.1LG0025240.1",14
"Dnig.1LG0025300.1",10
"Dnig.1LG0025320.1",17
"Dnig.1LG0025330.1",5
"Dnig.1LG0025340.1",17
"Dnig.1LG0025370.1",4
"Dnig.1LG0025380.1",5
"Dnig.1LG0025390.1",6
"Dnig.1LG0025400.1",4
"Dnig.1LG0025420.1",4
"Dnig.1LG0025430.1",2
"Dnig.1LG0025440.1",17
"Dnig.1LG0025450.1",12
"Dnig.1LG0025480.1",20
"Dnig.1LG0025500.1",1
"Dnig.1LG0025510.1",12
"Dnig.1LG0025520.1",15
"Dnig.1LG0025550.1",4
"Dnig.1LG0025680.1",5
"Dnig.1LG0025690.1",7
"Dnig.1LG0025700.1",14
"Dnig.1LG0025710.1",12
"Dnig.1LG0025720.1",13
"Dnig.1LG0025730.1",19
"Dnig.1LG0025750.1",14
"Dnig.1LG0025760.1",2
"Dnig.1LG0025780.1",5
"Dnig.1LG0025790.1",3
"Dnig.1LG0025800.1",17
"Dnig.1LG0025810.1",3
"Dnig.1LG0025860.1",12
"Dnig.1LG0025850.1",7
"Dnig.1LG0025900.1",16
"Dnig.1LG0025920.1",16
"Dnig.1LG0025970.1",14
"Dnig.1LG0025990.1",19
"Dnig.1LG0026000.1",17
"Dnig.1LG0026010.1",1
"Dnig.1LG0026020.1",3
"Dnig.1LG0026030.1",5
"Dnig.1LG0026040.1",15
"Dnig.1LG0026060.1",4
"Dnig.1LG0026090.1",13
"Dnig.1LG0026110.1",6
"Dnig.1LG0026120.1",16
"Dnig.1LG0026130.1",6
"Dnig.1LG0026190.1",3
"Dnig.1LG0026210.1",17
"Dnig.1LG0026220.1",10
"Dnig.1LG0026230.1",9
"Dnig.1LG0026250.1",10
"Dnig.1LG0026260.1",15
"Dnig.1LG0026360.1",13
"Dnig.1LG0026390.1",13
"Dnig.1LG0026400.1",18
"Dnig.1LG0026410.1",13
"Dnig.1LG0026420.1",5
"Dnig.1LG0026430.1",18
"Dnig.1LG0026470.1",6
"Dnig.1LG0026480.1",4
"Dnig.1LG0026490.1",17
"Dnig.1LG0026500.1",20
"Dnig.1LG0026530.1",17
"Dnig.1LG0026540.1",18
"Dnig.1LG0026560.1",18
"Dnig.1LG0026590.1",5
"Dnig.1LG0026600.1",5
"Dnig.1LG0026630.1",5
"Dnig.1LG0026650.1",6
"Dnig.1LG0026660.1",12
"Dnig.1LG0026680.1",20
"Dnig.1LG0026690.1",7
"Dnig.1LG0026710.1",3
"Dnig.1LG0026720.1",20
"Dnig.1LG0026770.1",12
"Dnig.1LG0026780.1",12
"Dnig.1LG0026790.1",2
"Dnig.1LG0026830.1",3
"Dnig.1LG0026840.1",11
"Dnig.1LG0026860.1",6
"Dnig.1LG0026870.1",4
"Dnig.1LG0026880.1",8
"Dnig.1LG0026890.1",14
"Dnig.1LG0026920.1",11
"Dnig.1LG0026980.1",5
"Dnig.1LG0026990.1",7
"Dnig.1LG0027060.1",16
"Dnig.1LG0027080.1",19
"Dnig.1LG0027100.1",6
"Dnig.1LG0027120.1",16
"Dnig.1LG0027160.1",18
"Dnig.1LG0027230.1",19
"Dnig.1LG0027240.1",5
"Dnig.1LG0027250.1",6
"Dnig.1LG0027260.1",19
"Dnig.1LG0027290.1",8
"Dnig.1LG0027300.1",12
"Dnig.1LG0027310.1",7
"Dnig.1LG0027340.1",3
"Dnig.1LG0027370.1",3
"Dnig.1LG0027380.1",17
"Dnig.1LG0027390.1",4
"Dnig.1LG0027400.1",8
"Dnig.1LG0027410.1",14
"Dnig.1LG0027420.1",14
"Dnig.1LG0027430.1",3
"Dnig.1LG0027440.1",3
"Dnig.1LG0027460.1",19
"Dnig.1LG0027490.1",9
"Dnig.1LG0027500.1",5
"Dnig.1LG0027510.1",10
"Dnig.1LG0027530.1",5
"Dnig.1LG0027540.1",4
"Dnig.1LG0027560.1",1
"Dnig.1LG0027570.1",13
"Dnig.1LG0027580.1",20
"Dnig.1LG0027590.1",7
"Dnig.1LG0027600.1",17
"Dnig.1LG0027640.1",15
"Dnig.1LG0027660.1",18
"Dnig.1LG0027670.1",17
"Dnig.1LG0027690.1",6
"Dnig.1LG0027700.1",1
"Dnig.1LG0027720.1",2
"Dnig.1LG0027740.1",4
"Dnig.1LG0027710.1",13
"Dnig.1LG0027730.1",19
"Dnig.1LG0027760.1",20
"Dnig.1LG0027770.1",8
"Dnig.1LG0027810.1",4
"Dnig.1LG0027820.1",13
"Dnig.1LG0027860.1",19
"Dnig.1LG0027880.1",14
"Dnig.1LG0027890.1",12
"Dnig.1LG0027930.1",13
"Dnig.1LG0027940.1",11
"Dnig.1LG0027960.1",7
"Dnig.1LG0027980.1",5
"Dnig.1LG0028000.1",17
"Dnig.1LG0028050.2",12
"Dnig.1LG0028070.1",17
"Dnig.1LG0028090.1",3
"Dnig.1LG0028100.1",3
"Dnig.1LG0028110.1",14
"Dnig.1LG0028130.1",11
"Dnig.1LG0028170.1",12
"Dnig.1LG0028180.1",15
"Dnig.1LG0028190.1",9
"Dnig.1LG0028200.1",1
"Dnig.1LG0028220.1",19
"Dnig.1LG0028230.1",3
"Dnig.1LG0028240.1",14
"Dnig.1LG0028280.1",6
"Dnig.1LG0028290.1",10
"Dnig.1LG0028300.1",9
"Dnig.1LG0028310.1",12
"Dnig.1LG0028330.1",12
"Dnig.1LG0028340.1",9
"Dnig.1LG0028350.1",8
"Dnig.1LG0028360.1",13
"Dnig.1LG0028370.1",4
"Dnig.1LG0028420.1",3
"Dnig.1LG0028430.1",10
"Dnig.1LG0028440.1",20
"Dnig.1LG0028450.1",4
"Dnig.1LG0028460.1",7
"Dnig.1LG0028470.1",17
"Dnig.1LG0028490.1",16
"Dnig.1LG0028500.1",20
"Dnig.1LG0028510.1",3
"Dnig.1LG0028520.1",3
"Dnig.1LG0028530.1",15
"Dnig.1LG0028540.1",6
"Dnig.1LG0028550.1",8
"Dnig.1LG0028560.1",10
"Dnig.1LG0028590.1",10
"Dnig.1LG0028610.1",16
"Dnig.1LG0028600.1",4
"Dnig.1LG0028620.1",13
"Dnig.1LG0028630.1",10
"Dnig.1LG0028650.1",5
"Dnig.1LG0028680.1",12
"Dnig.1LG0028690.1",12
"Dnig.1LG0028700.1",20
"Dnig.1LG0028710.1",10
"Dnig.1LG0028720.1",18
"Dnig.1LG0028740.1",10
"Dnig.1LG0028770.1",3
"Dnig.1LG0028780.1",2
"Dnig.1LG0028790.1",10
"Dnig.1LG0028800.1",6
"Dnig.1LG0028820.1",2
"Dnig.1LG0028810.1",17
"Dnig.1LG0028830.1",17
"Dnig.1LG0028850.1",12
"Dnig.1LG0028900.1",1
"Dnig.1LG0028910.1",5
"Dnig.1LG0028920.1",17
"Dnig.1LG0028950.1",17
"Dnig.1LG0028970.1",10
"Dnig.1LG0028990.1",8
"Dnig.1LG0029000.1",5
"Dnig.1LG0029010.1",3
"Dnig.1LG0029030.1",7
"Dnig.1LG0029070.1",14
"Dnig.1LG0029080.1",13
"Dnig.1LG0029090.1",20
"Dnig.1LG0029100.1",17
"Dnig.1LG0029110.1",17
"Dnig.1LG0029120.1",3
"Dnig.1LG0029130.1",8
"Dnig.1LG0029140.1",17
"Dnig.1LG0029150.1",15
"Dnig.1LG0029160.1",12
"Dnig.1LG0029170.1",3
"Dnig.1LG0029190.1",3
"Dnig.1LG0029200.1",10
"Dnig.1LG0029250.1",7
"Dnig.1LG0029260.1",2
"Dnig.1LG0029320.1",10
"Dnig.1LG0029330.1",20
"Dnig.1LG0029340.1",12
"Dnig.1LG0029350.1",12
"Dnig.1LG0029360.1",7
"Dnig.1LG0029380.1",15
"Dnig.1LG0029390.1",9
"Dnig.1LG0029460.1",7
"Dnig.1LG0029470.1",4
"Dnig.1LG0029480.1",10
"Dnig.1LG0029500.1",19
"Dnig.1LG0029510.1",9
"Dnig.1LG0029520.1",1
"Dnig.1LG0029530.1",4
"Dnig.1LG0029540.1",10
"Dnig.1LG0029550.1",1
"Dnig.1LG0029570.1",1
"Dnig.1LG0029580.2",20
"Dnig.1LG0029600.1",17
"Dnig.1LG0029610.1",11
"Dnig.1LG0029620.1",2
"Dnig.1LG0029630.1",2
"Dnig.1LG0029640.1",3
"Dnig.1LG0029650.1",20
"Dnig.1LG0029660.1",18
"Dnig.1LG0029670.1",18
"Dnig.1LG0029700.1",2
"Dnig.1LG0029710.1",11
"Dnig.1LG0029720.2",17
"Dnig.1LG0029730.1",12
"Dnig.1LG0029740.1",14
"Dnig.1LG0029750.1",10
"Dnig.1LG0029760.1",8
"Dnig.1LG0029770.1",10
"Dnig.1LG0029780.1",17
"Dnig.1LG0029790.1",12
"Dnig.1LG0029800.1",9
"Dnig.1LG0029820.1",2
"Dnig.1LG0029850.1",6
"Dnig.1LG0029860.1",11
"Dnig.1LG0029870.1",16
"Dnig.1LG0029880.1",5
"Dnig.1LG0029920.1",4
"Dnig.1LG0029930.1",6
"Dnig.1LG0029940.1",13
"Dnig.1LG0029950.1",12
"Dnig.1LG0030000.1",4
"Dnig.1LG0030010.1",6
"Dnig.1LG0030020.1",19
"Dnig.1LG0030030.1",8
"Dnig.1LG0030040.1",14
"Dnig.1LG0030080.1",14
"Dnig.1LG0030090.1",10
"Dnig.1LG0030130.1",17
"Dnig.1LG0030140.1",3
"Dnig.1LG0030180.1",14
"Dnig.1LG0030190.1",13
"Dnig.1LG0030200.1",10
"Dnig.1LG0030210.1",8
"Dnig.1LG0030220.1",16
"Dnig.1LG0030230.1",15
"Dnig.1LG0030240.1",3
"Dnig.1LG0030250.1",4
"Dnig.1LG0030290.1",20
"Dnig.1LG0030310.1",12
"Dnig.1LG0030320.1",2
"Dnig.1LG0030330.1",11
"Dnig.1LG0030300.1",1
"Dnig.1LG0030350.1",12
"Dnig.1LG0030360.1",3
"Dnig.1LG0030390.1",8
"Dnig.1LG0030420.1",18
"Dnig.1LG0030430.1",10
"Dnig.1LG0030450.1",13
"Dnig.1LG0030470.1",16
"Dnig.1LG0030480.1",7
"Dnig.1LG0030490.1",9
"Dnig.1LG0030500.1",7
"Dnig.1LG0030510.1",15
"Dnig.1LG0030530.1",7
"Dnig.1LG0030550.1",15
"Dnig.1LG0030560.1",5
"Dnig.1LG0030570.1",5
"Dnig.1LG0030590.1",3
"Dnig.1LG0030600.1",20
"Dnig.1LG0030610.1",16
"Dnig.1LG0030620.1",10
"Dnig.1LG0030630.1",20
"Dnig.1LG0030640.1",17
"Dnig.1LG0030650.1",12
"Dnig.1LG0030660.1",13
"Dnig.1LG0030670.1",13
"Dnig.1LG0030680.1",10
"Dnig.1LG0030690.1",2
"Dnig.1LG0030700.1",20
"Dnig.1LG0030710.1",8
"Dnig.1LG0030720.1",5
"Dnig.1LG0030730.1",17
"Dnig.1LG0030740.1",20
"Dnig.1LG0030750.1",12
"Dnig.1LG0030770.1",14
"Dnig.1LG0030780.1",10
"Dnig.1LG0030790.1",13
"Dnig.1LG0030810.1",10
"Dnig.1LG0030820.1",8
"Dnig.1LG0030840.1",5
"Dnig.1LG0030850.1",10
"Dnig.1LG0030880.1",12
"Dnig.1LG0030870.1",12
"Dnig.1LG0030900.1",11
"Dnig.1LG0030930.1",12
"Dnig.1LG0030940.1",17
"Dnig.1LG0030970.1",5
"Dnig.1LG0030980.1",14
"Dnig.1LG0031000.1",3
"Dnig.1LG0031010.1",19
"Dnig.1LG0031020.1",19
"Dnig.1LG0031030.1",19
"Dnig.1LG0031050.1",15
"Dnig.1LG0031060.1",12
"Dnig.1LG0031090.1",6
"Dnig.1LG0031080.1",8
"Dnig.1LG0031130.1",12
"Dnig.1LG0031140.1",16
"Dnig.1LG0031180.1",10
"Dnig.1LG0031200.1",3
"Dnig.1LG0031210.1",10
"Dnig.1LG0031220.1",20
"Dnig.1LG0031230.1",18
"Dnig.1LG0031240.1",12
"Dnig.1LG0031280.1",2
"Dnig.1LG0031290.1",10
"Dnig.1LG0031300.1",10
"Dnig.1LG0031310.1",10
"Dnig.1LG0031320.1",13
"Dnig.1LG0031400.1",18
"Dnig.1LG0031460.1",10
"Dnig.1LG0031470.1",16
"Dnig.1LG0031510.1",6
"Dnig.1LG0031520.1",7
"Dnig.1LG0031580.1",8
"Dnig.1LG0031590.1",10
"Dnig.1LG0031650.1",3
"Dnig.1LG0031750.1",9
"Dnig.1LG0031760.1",4
"Dnig.1LG0031770.1",19
"Dnig.1LG0031780.1",19
"Dnig.1LG0031790.1",13
"Dnig.1LG0031800.1",3
"Dnig.1LG0031810.1",6
"Dnig.1LG0032000.1",3
"Dnig.1LG0032070.1",20
"Dnig.1LG0032060.1",13
"Dnig.1LG0032080.1",13
"Dnig.1LG0032090.1",16
"Dnig.1LG0032100.1",12
"Dnig.1LG0032110.1",12
"Dnig.1LG0032140.1",12
"Dnig.1LG0032170.1",6
"Dnig.1LG0032180.1",17
"Dnig.1LG0032280.1",18
"Dnig.1LG0032290.1",1
"Dnig.1LG0032300.1",10
"Dnig.1LG0032310.1",20
"Dnig.1LG0032320.1",20
"Dnig.1LG0032350.1",10
"Dnig.1LG0032360.1",5
"Dnig.1LG0032370.1",4
"Dnig.1LG0032380.1",13
"Dnig.1LG0032400.1",2
"Dnig.1LG0032410.1",12
"Dnig.1LG0032450.1",18
"Dnig.1LG0032510.1",4
"Dnig.1LG0032530.1",13
"Dnig.1LG0032540.1",9
"Dnig.2LG0000020.1",3
"Dnig.2LG0000040.1",20
"Dnig.2LG0000070.1",12
"Dnig.2LG0000090.1",20
"Dnig.2LG0000110.1",3
"Dnig.2LG0000120.1",18
"Dnig.2LG0000140.1",2
"Dnig.2LG0000160.1",3
"Dnig.2LG0000180.1",19
"Dnig.2LG0000190.1",14
"Dnig.2LG0000200.1",15
"Dnig.2LG0000210.1",16
"Dnig.2LG0000220.1",8
"Dnig.2LG0000230.1",7
"Dnig.2LG0000250.1",19
"Dnig.2LG0000260.1",19
"Dnig.2LG0000290.1",18
"Dnig.2LG0000300.1",3
"Dnig.2LG0000310.1",10
"Dnig.2LG0000320.1",1
"Dnig.2LG0000410.1",17
"Dnig.2LG0000520.1",5
"Dnig.2LG0000560.1",20
"Dnig.2LG0000570.1",12
"Dnig.2LG0000580.1",15
"Dnig.2LG0000590.1",2
"Dnig.2LG0000600.1",13
"Dnig.2LG0000660.1",13
"Dnig.2LG0000690.1",4
"Dnig.2LG0000700.1",17
"Dnig.2LG0000790.1",15
"Dnig.2LG0000800.1",16
"Dnig.2LG0000810.1",7
"Dnig.2LG0000820.1",10
"Dnig.2LG0000830.1",20
"Dnig.2LG0000840.1",12
"Dnig.2LG0000860.1",9
"Dnig.2LG0000880.1",6
"Dnig.2LG0000910.1",3
"Dnig.2LG0000900.1",15
"Dnig.2LG0000920.1",14
"Dnig.2LG0000930.1",12
"Dnig.2LG0000940.1",15
"Dnig.2LG0000950.1",19
"Dnig.2LG0000960.1",10
"Dnig.2LG0000970.1",3
"Dnig.2LG0000990.1",3
"Dnig.2LG0001000.1",9
"Dnig.2LG0001010.1",10
"Dnig.2LG0001020.1",10
"Dnig.2LG0001030.1",20
"Dnig.2LG0001040.1",15
"Dnig.2LG0001060.1",17
"Dnig.2LG0001070.1",17
"Dnig.2LG0001090.1",13
"Dnig.2LG0001100.1",7
"Dnig.2LG0001110.1",1
"Dnig.2LG0001120.1",20
"Dnig.2LG0001130.1",4
"Dnig.2LG0001140.1",11
"Dnig.2LG0001150.1",11
"Dnig.2LG0001160.1",6
"Dnig.2LG0001190.1",19
"Dnig.2LG0001200.1",7
"Dnig.2LG0001210.1",20
"Dnig.2LG0001220.1",2
"Dnig.2LG0001230.1",3
"Dnig.2LG0001240.1",13
"Dnig.2LG0001250.1",18
"Dnig.2LG0001280.1",18
"Dnig.2LG0001350.1",1
"Dnig.2LG0001360.1",9
